,EAN,product_name,brand,category,subcategory,purchasable,price,price_per_unit
1416,3254550006013,Crème vanille de Madagascar ISIGNY STE MERE,ISIGNY,Crémerie,Crèmes fraîches et chantilly,True,2.28,9.12 € / Kilogramme
1417,3560070543182,Crème caramel  sur lit caramel CARREFOUR,CARREFOUR,Crémerie,"Yaourts, desserts et spécialités végétales",True,2.77,3.46 € / Kilogramme
1418,3033491432750,Crème dessert saveur coco DANETTE,DANETTE,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.49,2.98 € / Kilogramme
1419,3033491279898,Crème dessert pistache DANETTE,DANETTE,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.39,2.78 € / Kilogramme
1420,3760176401519,Crème dessert café KER RONAN,KER RONAN,Crémerie,"Yaourts, desserts et spécialités végétales",True,2.05,4.88 € / Kilogramme
1421,3760176401533,Crème dessert au lait entier au chocolat de Saint Domingue KER RONAN,KER RONAN,Crémerie,"Yaourts, desserts et spécialités végétales",True,2.05,4.88 € / Kilogramme
1422,3339526073012,Crème dessert de brebis chocolat Bio PECHALOU,PECHALOU,Bio et Ecologie,Crèmerie,True,2.05,10.25 € / Kilogramme
1423,3451790013737,Crème entière épaisse Bio ELLE & VIRE,ELLE & VIRE,Bio et Ecologie,Crèmerie,True,2.45,7.56 € / Kilogramme
1424,3560070506316,Crème fluide entière 30% MG CARREFOUR BIO,CARREFOUR BIO,Bio et Ecologie,Crèmerie,True,3.23,5.38 € / Litre
1425,3252950000808,Crème fraîche épaisse E. GRAINDORGE,GRAINDORGE,Crémerie,Crèmes fraîches et chantilly,True,1.25,1.25 € / Pièce
1426,3286151301181,Crème fraîche de Bresse AOP ETREZ,ETREZ,Crémerie,Crèmes fraîches et chantilly,True,4.9,4.90 € / Litre
1427,3286151301303,Crème fraîche de Bresse AOC ETREZ,ETREZ,Crémerie,Crèmes fraîches et chantilly,True,3.09,8.13 € / Litre
1428,3254550010126,Crème fraîche d'Isigny 35% MG ISIGNY STE MERE,ISIGNY,Crémerie,Crèmes fraîches et chantilly,True,1.38,6.90 € / Litre
1429,3254550014711,Crème fraîche d'Isigny 40% MG ISIGNY STE MERE,ISIGNY,Crémerie,Crèmes fraîches et chantilly,True,2.52,6.30 € / Litre
1430,3560070541362,Crèmes dessert bio chocolat CARREFOUR BIO,CARREFOUR BIO,Bio et Ecologie,Crèmerie,True,1.4,3.68 € / Kilogramme
1431,3560070833443,Crèmes dessert chocolat & vanille CARREFOUR,CARREFOUR,Crémerie,"Yaourts, desserts et spécialités végétales",True,3.15,1.71 € / Kilogramme
1432,3760176401526,Crèmes dessert vanille Bourbon KER RONAN,KER RONAN,Crémerie,"Yaourts, desserts et spécialités végétales",True,2.05,4.88 € / Kilogramme
1433,3033490905378,Crèmes dessert chocolat TAILLEFINE,TAILLEFINE,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.77,3.69 € / Kilogramme
1434,5411188119098,Dessert soja noix de coco ALPRO,ALPRO,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.84,3.68 € / Kilogramme
1435,5411188103387,Dessert soja vanille ALPRO,ALPRO,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.84,3.68 € / Kilogramme
1436,3608580890959,Dessert végétal au lait d'amande chocolat ANDROS,ANDROS,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.74,7.25 € / Kilogramme
1437,3023290029862,Dessert feuilleté de mousse chocolat noir LA LAITIERE,LA LAITIERE,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.35,5.92 € / Kilogramme
1438,3023290719329,Dessert clafoutis pommes LA LAITIERE,LA LAITIERE,Crémerie,"Yaourts, desserts et spécialités végétales",True,2.9,8.53 € / Kilogramme
1439,3429330539122,Dessert bio flan nappé caramel VRAI,VRAI,Bio et Ecologie,Crèmerie,True,1.99,3.98 € / Kilogramme
1440,3270190026853,Desserts gâteau de riz caramel CARREFOUR,CARREFOUR,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.43,3.58 € / Kilogramme
1441,3245412730627,Desserts mousse chocolat noir CARREFOUR,CARREFOUR,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.01,4.21 € / Kilogramme
1442,3560070698356,Desserts Cheesecake fruits rouges CARREFOUR SELECTION,CARREFOUR SELECTION,Crémerie,"Yaourts, desserts et spécialités végétales",True,2.09,13.06 € / Kilogramme
1443,3560071182274,Desserts pomme rhubarbe CARREFOUR,CRF CDM,Crémerie,Compotes fraiches,True,1.15,2.88 € / Kilogramme
1444,3560070846757,Desserts croustillant au chocolat noir CARREFOUR SELECTION,CARREFOUR SELECTION,Crémerie,"Yaourts, desserts et spécialités végétales",True,2.19,13.69 € / Kilogramme
1445,3560070835300,Desserts clafoutis aux cerises CARREFOUR,CARREFOUR,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.97,5.79 € / Kilogramme
1446,3560070698295,Desserts mousse crème de marron CARREFOUR,CARREFOUR,Crémerie,"Yaourts, desserts et spécialités végétales",True,1.35,4.62 € / Kilogramme
