,EAN,product_name,brand,category,subcategory,purchasable,promotion_type,promo_description,best_quantity,price_per_unit,discounted_price,initial_price,difference,Start_Date,End_Date
118,3660133005487,Petits fours  CARREFOUR,REFS.SANS MARQUE,Pains et Pâtisseries,Mon pâtissier,True,Vu en catalogue,soit 1 à 6.90€ au lieu de 6.90€,1,17.69 € / Kilogramme,6.9,6.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
119,3523680256798,Petits fours  ,CARREFOUR,Pains et Pâtisseries,Mon pâtissier,True,A saisir !,soit 1 à 11.90€ au lieu de 11.90€,1,21.64 € / Kilogramme,11.9,11.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
120,3660133005487,Petits fours  CARREFOUR,REFS.SANS MARQUE,Pains et Pâtisseries,Mon pâtissier,True,Vu en catalogue,soit 1 à 6.90€ au lieu de 6.90€,1,17.69 € / Kilogramme,6.9,6.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
121,3523680256798,Petits fours  ,CARREFOUR,Pains et Pâtisseries,Mon pâtissier,True,A saisir !,soit 1 à 11.90€ au lieu de 11.90€,1,21.64 € / Kilogramme,11.9,11.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
122,3560070459049,Morbier AOP IGP FILIERE QUALITE CARREFOUR,FILIERE QUALITE CARF,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 2.48€ au lieu de 2.48€,1,9.92 € / Kilogramme,2.48,2.48,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
123,3276558387307,Morbier AOP IGP FILIERE QUALITE CARREFOUR,FILIERE QUALITE CARF,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 2.48€ au lieu de 2.48€,1,9.92 € / Kilogramme,2.48,2.48,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
124,3276555430723,Saint Nectaire AOP  ,,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 2.97€ au lieu de 2.97€,1,12.91 € / Kilogramme,2.97,2.97,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
125,3523680242999,Brie de Meaux AOP 3/4 affiné IGP REFLETS DE FRANCE,REFLETS DE FRANCE,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 2.48€ au lieu de 2.48€,1,9.92 € / Kilogramme,2.48,2.48,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
126,3276555434202,P'tit Basque brebis ,,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 5.41€ au lieu de 5.41€,1,16.91 € / Kilogramme,5.41,5.41,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
127,3276558502328,Cantal entre-deux AOP IGP FILIERE QUALITE CARREFOUR,FILIERE QUALITE CARF,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 2.58€ au lieu de 2.58€,1,12.90 € / Kilogramme,2.58,2.58,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
128,3276559884133,Brie de Meaux AOP REFLETS DE FRANCE,,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 2.48€ au lieu de 2.48€,1,9.92 € / Kilogramme,2.48,2.48,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
129,3276555430037,Roquefort AOP SOCIETE,,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 3.38€ au lieu de 3.38€,1,16.90 € / Kilogramme,3.38,3.38,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
130,3187670005089,Macaron assortiment  BRIOCHE PASQUIER,PASQUIER,Crémerie,"Yaourts, desserts et spécialités végétales",True,Vu en catalogue,soit 1 à 5.49€ au lieu de 5.49€,1,22.88 € / Kilogramme,5.49,5.49,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
131,3187670005072,Macaron assortiment  BRIOCHE PASQUIER,PASQUIER,Crémerie,"Yaourts, desserts et spécialités végétales",True,Vu en catalogue,soit 1 à 5.49€ au lieu de 5.49€,1,22.88 € / Kilogramme,5.49,5.49,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
132,3276553550898,Cantal vieux AOP FILIERE QUALITE CARREFOUR,FILIERE QUALITE CARF,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 12.90€ au lieu de 12.90€,1,64.50 € / Kilogramme,12.9,12.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
133,3560070506460,Cantal vieux AOP FILIERE QUALITE CARREFOUR,FILIERE QUALITE CARF,Crémerie,Fromages,True,Vu en catalogue,soit 1 à 2.58€ au lieu de 2.58€,1,12.90 € / Kilogramme,2.58,2.58,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
134,4000539667008,Chocolat de Pâques Cloche Or chocolat au lait LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 5.55€ au lieu de 7.40€,2,37.00 € / Kilogramme,5.55,7.4,1.8500000000000005,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
135,7622210316813,Bonbons œufs chocolat lait MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 4.54€ au lieu de 6.49€,1,12.97 € / Kilogramme,4.54,6.49,1.9500000000000002,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
136,3110844790146,Chocolat de Pâques œuf noir PAPILLOTES REVILLON,PAPILLOTES REVILLON,Traiteur,Pâques,True,PROMO : 25%,soit 1 à 3.74€ au lieu de 4.99€,1,24.13 € / Kilogramme,3.74,4.99,1.25,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
137,8000500282069,Chocolat de Pâques œuf dyno KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.80€ au lieu de 10.40€,2,43.33 € / Kilogramme,7.8,10.4,2.6000000000000005,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
138,8000500282113,Chocolat de Pâques œuf fairies & elves KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.80€ au lieu de 10.40€,2,43.33 € / Kilogramme,7.8,10.4,2.6000000000000005,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
139,4000539671104,Chocolat de Pâques lapin chocolat au lait LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 5.08€ au lieu de 6.78€,2,33.90 € / Kilogramme,5.08,6.78,1.7000000000000002,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
140,7622210668844,Chocolat de Pâques œufs chocolat lait Daim MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 5.24€ au lieu de 7.49€,1,10.48 € / Kilogramme,5.24,7.49,2.25,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
141,7622210341440,Chocolat de Pâques œuf coque noisette MILKA,MILKA,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 4.42€ au lieu de 5.90€,2,21.69 € / Kilogramme,4.42,5.9,1.4800000000000004,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
142,3292070005161,Tartinables houmous extra BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 5.24€ au lieu de 7.86€,3,14.97 € / Kilogramme,5.24,7.86,2.62,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
143,3292070006564,Guacamole extra BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 6.96€ au lieu de 10.44€,3,19.89 € / Kilogramme,6.96,10.44,3.4799999999999995,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
144,4000539620508,Bonbons chocolat noir mini lapin Or LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.93€ au lieu de 10.58€,2,44.08 € / Kilogramme,7.93,10.58,2.6500000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
145,3273070001537,Chocolat lait poule CONFISERIE ROHAN,ROHAN,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 4.06€ au lieu de 5.80€,1,12.69 € / Kilogramme,4.06,5.8,1.7400000000000002,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
146,8000500148303,Chocolat de Pâques œuf reine des neiges 2 KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 10.78€ au lieu de 14.38€,2,47.93 € / Kilogramme,10.78,14.38,3.6000000000000014,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
147,4000539669804,Chocolat de Pâques lapin chocolat au lait/noisette LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 5.53€ au lieu de 7.38€,2,36.90 € / Kilogramme,5.53,7.38,1.8499999999999996,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
148,3292070006571,Houmous citron confit BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 5.08€ au lieu de 7.62€,3,14.51 € / Kilogramme,5.08,7.62,2.54,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
149,8013108002786,Chocolat de Pâques œuf noir noisettes LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.48€ au lieu de 9.98€,2,38.38 € / Kilogramme,7.48,9.98,2.5,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
150,8000500020012,Chocolat de Pâques œuf  Mariokart KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 10.78€ au lieu de 14.38€,2,47.93 € / Kilogramme,10.78,14.38,3.6000000000000014,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
151,3110844789140,Chocolat de Pâques œuf praliné noisettes PAPILLOTES REVILLON,PAPILLOTES REVILLON,Traiteur,Pâques,True,PROMO : 25%,soit 1 à 3.74€ au lieu de 4.99€,1,24.13 € / Kilogramme,3.74,4.99,1.25,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
152,8003340090337,Chocolat de Pâques œufs  au lait LINDOR,LINDOR,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.48€ au lieu de 9.98€,2,24.95 € / Kilogramme,7.48,9.98,2.5,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
153,5413548283128,Bonbons choko-bons KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 4.29€ au lieu de 5.72€,2,14.30 € / Kilogramme,4.29,5.72,1.4299999999999997,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
154,4000539670008,Chocolat de Pâques lapin chocolat blanc LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 5.53€ au lieu de 7.38€,2,36.90 € / Kilogramme,5.53,7.38,1.8499999999999996,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
155,3067163647999,Saumon fumé sauvage DELPEYRAT,DELPEYRAT,Traiteur,Pâques,True,PROMO : 34%,soit 1 à 8.34€ au lieu de 12.65€,1,27.80 € / Kilogramme,8.34,12.65,4.3100000000000005,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
156,3292070009046,Saumonade  BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 5.80€ au lieu de 8.70€,3,20.71 € / Kilogramme,5.8,8.7,2.8999999999999995,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
157,4000539647109,Chocolat de Pâques lait mini poussins LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.93€ au lieu de 10.58€,2,44.08 € / Kilogramme,7.93,10.58,2.6500000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
158,7622210306159,Chocolat de Pâques œufs chocolat lait praliné MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 4.54€ au lieu de 6.49€,1,12.97 € / Kilogramme,4.54,6.49,1.9500000000000002,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
159,7622210835550,Chocolat de Pâques œuf chocolat au lait noisette MILKA,MILKA,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 2.98€ au lieu de 3.98€,2,23.14 € / Kilogramme,2.98,3.98,1.0,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
160,7622210668875,Bonbons œufs chocolat tendre lait MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 5.24€ au lieu de 7.49€,1,10.48 € / Kilogramme,5.24,7.49,2.25,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
161,8000500033593,Chocolat de Pâques œuf  Mariokart KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 22.42€ au lieu de 29.90€,2,46.72 € / Kilogramme,22.42,29.9,7.479999999999997,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
162,7622210835529,Chocolat de Pâques œuf  chocolat au lait  alpin MILKA,MILKA,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 2.98€ au lieu de 3.98€,2,23.14 € / Kilogramme,2.98,3.98,1.0,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
163,8000500266670,Chocolat de Pâques Lait lapin KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.48€ au lieu de 9.98€,2,23.00 € / Kilogramme,7.48,9.98,2.5,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
164,8000500167113,Chocolat de Pâques rocher FERRERO,FERRERO,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 10.33€ au lieu de 13.78€,2,18.37 € / Kilogramme,10.33,13.78,3.4499999999999993,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
165,3292070008841,Houmous aux tomates séchées BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 5.66€ au lieu de 8.49€,3,16.17 € / Kilogramme,5.66,8.49,2.83,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
166,3292070005154,Ktipiti  BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 5.52€ au lieu de 8.28€,3,15.77 € / Kilogramme,5.52,8.28,2.76,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
167,3292070005147,Tzatziki  BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 4.92€ au lieu de 7.38€,3,14.06 € / Kilogramme,4.92,7.38,2.46,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
168,7622210795373,Chocolat de Pâques au lait oreo MILKA,MILKA,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 4.42€ au lieu de 5.90€,2,23.05 € / Kilogramme,4.42,5.9,1.4800000000000004,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
169,7622210291943,Chocolat de Pâques œuf au chocolat au  lait MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 4.54€ au lieu de 6.49€,1,12.97 € / Kilogramme,4.54,6.49,1.9500000000000002,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
170,4008400270326,"Chocolat de Pâques assortiments peluches au choix lapin, mouton ou flamant rose KINDER",KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 17.23€ au lieu de 22.98€,2,86.39 € / Kilogramme,17.23,22.98,5.75,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
171,8000500238899,Chocolat de Pâques shokobons KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.39€ au lieu de 9.86€,2,14.09 € / Kilogramme,7.39,9.86,2.4699999999999998,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
172,8000500210970,Chocolat de Pâques oeufs Schoko-Bons KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 4.48€ au lieu de 5.98€,2,31.15 € / Kilogramme,4.48,5.98,1.5,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
173,7622210463463,Chocolat de Pâques œufs chocolat lait Oreo MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 4.54€ au lieu de 6.49€,1,12.97 € / Kilogramme,4.54,6.49,1.9500000000000002,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
174,3760114579805,Mini burger panachés PASO,LES APEROS DE PASO,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 7.90€ au lieu de 7.90€,1,19.51 € / Kilogramme,7.9,7.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
175,3700009261330,Verrines tomates et thon ,MIX BUFFET,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 6.50€ au lieu de 6.50€,1,24.07 € / Kilogramme,6.5,6.5,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
176,3292070008476,Houmous aux poivrons BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 5.66€ au lieu de 8.49€,3,16.17 € / Kilogramme,5.66,8.49,2.83,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
177,3700009262177,Mini préfou chorizo/ail persil/tomates basilic MIX BUFFET,MIX BUFFET,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 11.90€ au lieu de 17.85€,3,15.87 € / Kilogramme,11.9,17.85,5.950000000000001,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
178,4000539609008,Bonbons chocolat au lait LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.93€ au lieu de 10.58€,2,44.08 € / Kilogramme,7.93,10.58,2.6500000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
179,7613036680424,Chocolat de Pâques oeufs SMARTIES,NESTLE,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 6.73€ au lieu de 8.98€,2,32.07 € / Kilogramme,6.73,8.98,2.25,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
180,8000500144985,Chocolat de Pâques œuf  surprise PJMASKS KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.03€ au lieu de 9.38€,2,46.90 € / Kilogramme,7.03,9.38,2.3500000000000005,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
181,4000539609008,Bonbons chocolat au lait LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.93€ au lieu de 10.58€,2,44.08 € / Kilogramme,7.93,10.58,2.6500000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
182,3760114579829,Plateau de cheese burger X9 PASO,LES APEROS DE PASO,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 7.90€ au lieu de 7.90€,1,19.51 € / Kilogramme,7.9,7.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
183,3700009264881,Mini cakes assortiment ,MIX BUFFET,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 11.90€ au lieu de 17.85€,3,16.53 € / Kilogramme,11.9,17.85,5.950000000000001,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
184,3700009263266,Petits fours assortiment MIX BUFFET,MIX BUFFET,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 11.90€ au lieu de 17.85€,3,25.32 € / Kilogramme,11.9,17.85,5.950000000000001,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
185,3700009267677,Gougères aux 4 saveurs MIX BUFFET,MIX BUFFET,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 11.52€ au lieu de 17.28€,3,41.14 € / Kilogramme,11.52,17.28,5.760000000000002,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
186,3700009269558,Damier brioché cœur fondant lardon fromage MIX BUFFET,MIX BUFFET,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 11.90€ au lieu de 17.85€,3,20.52 € / Kilogramme,11.9,17.85,5.950000000000001,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
187,7622400817199,Bonbons œuf coque lait MILKA,MILKA,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 4.42€ au lieu de 5.90€,2,21.69 € / Kilogramme,4.42,5.9,1.4800000000000004,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
188,7622210952172,Chocolat de Pâques œufs chocolat au lait alpin MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 5.24€ au lieu de 7.49€,1,10.48 € / Kilogramme,5.24,7.49,2.25,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
189,7613036221689,Poussins Chocolat au lait SMARTIES,SMARTIES,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 6.43€ au lieu de 8.58€,2,40.86 € / Kilogramme,6.43,8.58,2.1500000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
190,4000539670107,Chocolat de Pâques lapin or blanc LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.93€ au lieu de 10.58€,2,26.45 € / Kilogramme,7.93,10.58,2.6500000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
191,4000539671005,Chocolat de Pâques lapin chocolat lait LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.57€ au lieu de 10.10€,2,25.25 € / Kilogramme,7.57,10.1,2.5299999999999994,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
192,4000539681189,Chocolat de Pâques au lait lapin LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 22.48€ au lieu de 29.98€,2,29.98 € / Kilogramme,22.48,29.98,7.5,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
193,4000539671203,Bonbons chocolat lait lapin Or LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 3.73€ au lieu de 4.98€,2,49.80 € / Kilogramme,3.73,4.98,1.2500000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
194,3700009264980,Mini-Préfous 'Le Fromager' ,MIX BUFFET,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 11.90€ au lieu de 17.85€,3,15.87 € / Kilogramme,11.9,17.85,5.950000000000001,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
195,3067163647968,Saumon fumé d'Ecosse DELPEYRAT,DELPEYRAT,Traiteur,Pâques,True,PROMO : 34%,soit 1 à 8.34€ au lieu de 12.65€,1,23.83 € / Kilogramme,8.34,12.65,4.3100000000000005,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
196,3110845303437,Chocolat de Pâques poisson noir + friture PAPILLOTES REVILLON,PAPILLOTES REVILLON,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 11.77€ au lieu de 15.70€,2,26.17 € / Kilogramme,11.77,15.7,3.9299999999999997,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
197,8003340098487,Chocolat de Pâques assortiment mini œufs LINDT,LINDT,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 6.88€ au lieu de 9.18€,2,25.50 € / Kilogramme,6.88,9.18,2.3,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
198,3110845303482,Chocolat de Pâques oeufs noir et praliné PAPILLOTES REVILLON,PAPILLOTES REVILLON,Traiteur,Pâques,True,PROMO : 25%,soit 1 à 3.15€ au lieu de 4.20€,1,16.58 € / Kilogramme,3.15,4.2,1.0500000000000003,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
199,8003340097336,Chocolat de Pâques œufs assortis LINDOR,LINDOR,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.48€ au lieu de 9.98€,2,24.95 € / Kilogramme,7.48,9.98,2.5,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
200,7622210306111,Bonbons œufs chocolat 5 goûts MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 4.54€ au lieu de 6.49€,1,12.97 € / Kilogramme,4.54,6.49,1.9500000000000002,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
201,7622210316837,Bonbons œufs chocolat lait biscuit MILKA,MILKA,Traiteur,Pâques,True,PROMO : 30%,soit 1 à 5.24€ au lieu de 7.49€,1,10.48 € / Kilogramme,5.24,7.49,2.25,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
202,8000500286401,Bonbons chocolat happy moments KINDER,KINDER,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 7.18€ au lieu de 9.58€,2,19.79 € / Kilogramme,7.18,9.58,2.4000000000000004,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
203,7622210835567,Chocolat de Pâques œuf chocolat au lait bonbon confett MILKA,MILKA,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 2.98€ au lieu de 3.98€,2,23.14 € / Kilogramme,2.98,3.98,1.0,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
204,3292070009039,Thoionade extra  ATELIER BLINI,ATELIER DE BLINI,Traiteur,Pâques,True,Prenez en 3 = Payez en 2,soit 3 à 5.80€ au lieu de 8.70€,3,20.71 € / Kilogramme,5.8,8.7,2.8999999999999995,2020-04-03T00:00:00+0200,2020-04-13T23:59:00+0200
205,7622300479664,Bonbons œuf cacao MILKA,MILKA,Traiteur,Pâques,True,Le 2ème à -50%,soit 2 à 4.42€ au lieu de 5.90€,2,21.69 € / Kilogramme,4.42,5.9,1.4800000000000004,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
206,7622210957160,Chocolat de Pâques miel & mandes TOBLERONE,TOBLERONE,Traiteur,Pâques,True,Le 2ème à -60%,soit 2 à 8.38€ au lieu de 11.98€,2,31.20 € / Kilogramme,8.38,11.98,3.5999999999999996,2020-03-31T00:00:00+0200,2020-04-13T23:59:00+0200
207,7613036682855,Chocolat de Pâques menthe NESTLE,NESTLE,Traiteur,Pâques,True,30% économisés,1.59€ sur la carte pour chaque produit acheté,1,13.25 € / Kilogramme,5.3,5.3,0.0,2020-04-07T00:00:00+0200,2020-07-05T23:59:00+0200
208,3273230241179,Bouchée lotte/St-Jacques  ,BIGARD,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 4.90€ au lieu de 4.90€,1,18.85 € / Kilogramme,4.9,4.9,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
209,3350210106007,Champagne brut Grande Réserve ,REFS.SANS MARQUE,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 13.95€ au lieu de 13.95€,1,18.60 € / Litre,13.95,13.95,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
210,3700009241837,Verrines avocat crevettes ,MIX BUFFET,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 6.50€ au lieu de 6.50€,1,24.07 € / Kilogramme,6.5,6.5,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
211,3700009241721,Verrines tomates/noix de St Jacques ,MIX BUFFET,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 6.50€ au lieu de 6.50€,1,24.07 € / Kilogramme,6.5,6.5,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
212,3350210107103,Champagne brut rosé CHARLES ELLNER,REFS.SANS MARQUE,Traiteur,Pâques,True,Vu en catalogue,soit 1 à 13.95€ au lieu de 13.95€,1,18.60 € / Litre,13.95,13.95,0.0,2020-04-03T00:00:00+0200,2020-04-14T23:59:00+0200
